,DateTime,altitude,dt,easting,northing,xprev,yprev,xprevprev,yprevprev
2431,2013-10-16 22:00,1497,289.583252,-12402955.99,5222316.233,-12404489.97,5224294.932,-12402978.25,5222325.213
2432,2013-10-16 23:00,1498,289.628356,-12402968.23,5222693.382,-12402955.99,5222316.233,-12404489.97,5224294.932
2433,2013-10-17 0:00,83,289.660336,-12402970.46,5222807.128,-12402968.23,5222693.382,-12402955.99,5222316.233
2434,2013-10-17 1:00,1509,289.701644,-12402681.03,5225631.759,-12402970.46,5222807.128,-12402968.23,5222693.382
2435,2013-10-17 2:00,1521,289.749618,-12402676.57,5225645.233,-12402681.03,5225631.759,-12402970.46,5222807.128
2436,2013-10-17 3:00,1524,289.783252,-12402677.69,5225648.228,-12402676.57,5225645.233,-12402681.03,5225631.759
2437,2013-10-17 4:00,1527,289.836887,-12402679.91,5225652.719,-12402677.69,5225648.228,-12402676.57,5225645.233
2438,2013-10-17 5:00,1524,289.873241,-12402678.8,5225652.719,-12402679.91,5225652.719,-12402677.69,5225648.228
2439,2013-10-17 6:00,1526,289.912361,-12402671.01,5225643.736,-12402678.8,5225652.719,-12402679.91,5225652.719
2440,2013-10-17 7:00,1525,289.951771,-12402681.03,5225651.222,-12402671.01,5225643.736,-12402678.8,5225652.719
2441,2013-10-17 8:00,1520,289.993912,-12402678.8,5225651.222,-12402681.03,5225651.222,-12402671.01,5225643.736
2442,2013-10-17 9:00,1542,290.035891,-12402967.12,5227822.285,-12402678.8,5225651.222,-12402681.03,5225651.222
2443,2013-10-17 10:00,1549,290.080718,-12402968.23,5227826.777,-12402967.12,5227822.285,-12402678.8,5225651.222
2444,2013-10-17 11:00,1543,290.125694,-12402968.23,5227822.285,-12402968.23,5227826.777,-12402967.12,5227822.285
2445,2013-10-17 12:00,1542,290.173252,-12402974.91,5227816.295,-12402968.23,5227822.285,-12402968.23,5227826.777
2448,2013-10-17 16:00,1483,290.339329,-12402776.76,5219871.116,-12402150.03,5220650.672,-12403099.59,5227140.967
2449,2013-10-17 17:00,1604,290.38162,-12402066.54,5220951.439,-12402776.76,5219871.116,-12402150.03,5220650.672
2450,2013-10-17 18:00,1473,290.415625,-12400061.68,5219817.253,-12402066.54,5220951.439,-12402776.76,5219871.116
2451,2013-10-17 19:00,1531,290.457662,-12402112.18,5222564.671,-12400061.68,5219817.253,-12402066.54,5220951.439
2452,2013-10-17 20:00,1987,290.50015,-12399870.21,5216591.991,-12402112.18,5222564.671,-12400061.68,5219817.253
2453,2013-10-17 21:00,1479,290.542049,-12401006.78,5220198.791,-12399870.21,5216591.991,-12402112.18,5222564.671
2454,2013-10-17 22:00,1500,290.58294,-12402803.48,5222063.313,-12401006.78,5220198.791,-12399870.21,5216591.991
2455,2013-10-17 23:00,1488,290.623009,-12402917.02,5222230.928,-12402803.48,5222063.313,-12401006.78,5220198.791
2456,2013-10-18 0:00,1497,290.662535,-12402977.14,5222358.138,-12402917.02,5222230.928,-12402803.48,5222063.313
2457,2013-10-18 1:00,1510,290.711181,-12403029.46,5226769.632,-12402977.14,5222358.138,-12402917.02,5222230.928
2458,2013-10-18 2:00,1530,290.748044,-12403029.46,5226771.129,-12403029.46,5226769.632,-12402977.14,5222358.138
2459,2013-10-18 3:00,1555,290.792234,-12403023.89,5226714.232,-12403029.46,5226771.129,-12403029.46,5226769.632
2460,2013-10-18 4:00,1537,290.841609,-12403027.23,5226766.637,-12403023.89,5226714.232,-12403029.46,5226771.129
2461,2013-10-18 5:00,1529,290.878229,-12403026.12,5226775.621,-12403027.23,5226766.637,-12403023.89,5226714.232
2462,2013-10-18 6:00,1535,290.917546,-12403026.12,5226765.14,-12403026.12,5226775.621,-12403027.23,5226766.637
2463,2013-10-18 7:00,1536,290.956898,-12403021.66,5226774.124,-12403026.12,5226765.14,-12403026.12,5226775.621
2464,2013-10-18 8:00,1541,290.998993,-12403016.1,5226771.129,-12403021.66,5226774.124,-12403026.12,5226765.14
2465,2013-10-18 9:00,1550,291.040938,-12402593.08,5228114.293,-12403016.1,5226771.129,-12403021.66,5226774.124
2466,2013-10-18 10:00,1551,291.085301,-12402595.31,5228114.293,-12402593.08,5228114.293,-12403016.1,5226771.129
2467,2013-10-18 11:00,1530,291.129491,-12402597.54,5228114.293,-12402595.31,5228114.293,-12402593.08,5228114.293
2468,2013-10-18 12:00,1549,291.176968,-12402600.88,5228118.786,-12402597.54,5228114.293,-12402595.31,5228114.293
2471,2013-10-18 16:00,1498,291.33338,-12402973.8,5222673.925,-12402970.46,5222702.362,-12402961.55,5222717.328
2472,2013-10-18 17:00,1496,291.374826,-12403043.93,5222123.175,-12402973.8,5222673.925,-12402970.46,5222702.362
2473,2013-10-18 18:00,1565,291.416563,-12400577.09,5219790.321,-12403043.93,5222123.175,-12402973.8,5222673.925
2474,2013-10-18 19:00,1613,291.458183,-12400816.42,5221533.548,-12400577.09,5219790.321,-12403043.93,5222123.175
2475,2013-10-18 20:00,1511,291.499884,-12400931.08,5218671.233,-12400816.42,5221533.548,-12400577.09,5219790.321
2476,2013-10-18 21:00,1461,291.540289,-12400059.45,5219417.776,-12400931.08,5218671.233,-12400816.42,5221533.548
2477,2013-10-18 22:00,1544,291.585613,-12402974.91,5222736.785,-12400059.45,5219417.776,-12400931.08,5218671.233
2478,2013-10-18 23:00,1504,291.62375,-12402974.91,5222660.455,-12402974.91,5222736.785,-12400059.45,5219417.776
2486,2013-10-19 17:00,1503,292.374919,-12402964.89,5222323.716,-12402977.14,5222702.362,-12402905.89,5222479.363
2487,2013-10-19 18:00,1615,292.413044,-12399349.23,5218280.779,-12402964.89,5222323.716,-12402977.14,5222702.362
2488,2013-10-19 19:00,1520,292.457141,-12402968.23,5222709.845,-12399349.23,5218280.779,-12402964.89,5222323.716
2489,2013-10-19 20:00,1555,292.499688,-12400761.88,5220610.271,-12402968.23,5222709.845,-12399349.23,5218280.779
2490,2013-10-19 21:00,1477,292.544838,-12400467.99,5219529.987,-12400761.88,5220610.271,-12402968.23,5222709.845
2491,2013-10-19 22:00,1510,292.58059,-12400283.2,5219690.077,-12400467.99,5219529.987,-12400761.88,5220610.271
2492,2013-10-19 23:00,1492,292.626678,-12402950.42,5222705.355,-12400283.2,5219690.077,-12400467.99,5219529.987
2493,2013-10-20 0:00,1507,292.674155,-12402863.59,5223640.809,-12402950.42,5222705.355,-12400283.2,5219690.077
2494,2013-10-20 1:00,1507,292.712384,-12402836.87,5223744.088,-12402863.59,5223640.809,-12402950.42,5222705.355
2495,2013-10-20 2:00,1506,292.752697,-12402837.99,5223744.088,-12402836.87,5223744.088,-12402863.59,5223640.809
2496,2013-10-20 3:00,1502,292.794745,-12402837.99,5223738.101,-12402837.99,5223744.088,-12402836.87,5223744.088
2499,2013-10-20 8:00,1529,293.007384,-12403976.79,5224991.017,-12403977.9,5224985.029,-12403973.45,5224989.52
2505,2013-10-20 20:00,2195,293.499988,-12373575.43,5165358.245,-12394706.1,5208327.369,-12403278.81,5222218.955
2506,2013-10-20 21:00,2624,293.541204,-12324245.31,5119070.665,-12373575.43,5165358.245,-12394706.1,5208327.369
2507,2013-10-20 22:00,3867,293.583634,-12264720.56,5065047.944,-12324245.31,5119070.665,-12373575.43,5165358.245
2508,2013-10-20 23:00,3216,293.624757,-12222608.39,4982697.9,-12264720.56,5065047.944,-12324245.31,5119070.665
2509,2013-10-21 0:00,1781,293.666644,-12210283.1,4954221.142,-12222608.39,4982697.9,-12264720.56,5065047.944
2510,2013-10-21 1:00,1826,293.707257,-12207709.39,4948972.718,-12210283.1,4954221.142,-12222608.39,4982697.9
2511,2013-10-21 2:00,1830,293.751817,-12207711.62,4948974.173,-12207709.39,4948972.718,-12210283.1,4954221.142
2512,2013-10-21 3:00,1827,293.796979,-12207954.29,4949093.491,-12207711.62,4948974.173,-12207709.39,4948972.718
2516,2013-10-21 9:00,1832,294.033843,-12208029.99,4948972.718,-12208032.22,4948981.448,-12208034.44,4948972.718
2520,2013-10-21 18:00,1997,294.416771,-12175043.8,4894285.827,-12199288.07,4930083.363,-12205556.47,4947046.374
2521,2013-10-21 19:00,2712,294.458472,-12147239.53,4857461.264,-12175043.8,4894285.827,-12199288.07,4930083.363
2522,2013-10-21 20:00,2309,294.500231,-12119662.35,4800365.759,-12147239.53,4857461.264,-12175043.8,4894285.827
2523,2013-10-21 21:00,2107,294.541898,-12100980.72,4740413.218,-12119662.35,4800365.759,-12147239.53,4857461.264
2524,2013-10-21 22:00,3450,294.583194,-12071764.92,4698014.04,-12100980.72,4740413.218,-12119662.35,4800365.759
2525,2013-10-21 23:00,2325,294.624896,-12033316.28,4642527.243,-12071764.92,4698014.04,-12100980.72,4740413.218
2526,2013-10-22 0:00,2483,294.665914,-12002730.13,4579142.243,-12033316.28,4642527.243,-12071764.92,4698014.04
2527,2013-10-22 1:00,2327,294.704977,-12002696.74,4579222.223,-12002730.13,4579142.243,-12033316.28,4642527.243
2528,2013-10-22 2:00,2333,294.753877,-12002702.3,4579208.192,-12002696.74,4579222.223,-12002730.13,4579142.243
2529,2013-10-22 3:00,2340,294.793623,-12002708.98,4579188.547,-12002702.3,4579208.192,-12002696.74,4579222.223
2532,2013-10-22 8:00,2314,295.001644,-12002673.36,4579222.223,-12002674.47,4579203.982,-12002686.72,4579213.804
2533,2013-10-22 9:00,2320,295.0439,-12002688.95,4579226.433,-12002673.36,4579222.223,-12002674.47,4579203.982
2534,2013-10-22 10:00,2343,295.085903,-12002688.95,4579220.82,-12002688.95,4579226.433,-12002673.36,4579222.223
2535,2013-10-22 11:00,2349,295.130694,-12002695.62,4579205.385,-12002688.95,4579220.82,-12002688.95,4579226.433
2538,2013-10-22 16:00,2315,295.32831,-12002577.63,4576887.597,-12002338.29,4577276.198,-12002716.78,4579205.385
2539,2013-10-22 17:00,2318,295.374421,-11989970.69,4560313.228,-12002577.63,4576887.597,-12002338.29,4577276.198
2540,2013-10-22 18:00,2229,295.416968,-11964956.09,4528544.031,-11989970.69,4560313.228,-12002577.63,4576887.597
2541,2013-10-22 19:00,2295,295.458565,-11940544.84,4492944.627,-11964956.09,4528544.031,-11989970.69,4560313.228
2542,2013-10-22 20:00,2772,295.499826,-11907675.53,4454586.185,-11940544.84,4492944.627,-11964956.09,4528544.031
2543,2013-10-22 21:00,2542,295.541597,-11872452.93,4404254.446,-11907675.53,4454586.185,-11940544.84,4492944.627
2544,2013-10-22 22:00,2431,295.583287,-11851894.45,4350768.929,-11872452.93,4404254.446,-11907675.53,4454586.185
2545,2013-10-22 23:00,2376,295.624954,-11841913.54,4304513.676,-11851894.45,4350768.929,-11872452.93,4404254.446
2546,2013-10-23 0:00,1767,295.666863,-11845226.41,4273714.388,-11841913.54,4304513.676,-11851894.45,4350768.929
2547,2013-10-23 1:00,1737,295.703981,-11844596.34,4274298.134,-11845226.41,4273714.388,-11841913.54,4304513.676
2548,2013-10-23 2:00,1739,295.746412,-11844597.46,4274298.134,-11844596.34,4274298.134,-11845226.41,4273714.388
2549,2013-10-23 3:00,1741,295.796123,-11844599.68,4274294.042,-11844597.46,4274298.134,-11844596.34,4274298.134
2550,2013-10-23 4:00,1743,295.829606,-11844599.68,4274300.861,-11844599.68,4274294.042,-11844597.46,4274298.134
2551,2013-10-23 5:00,1744,295.866076,-11844598.57,4274302.225,-11844599.68,4274300.861,-11844599.68,4274294.042
2554,2013-10-23 16:00,1713,296.330324,-11843601.15,4269978.059,-11844205.61,4272587.902,-11844331.4,4273481.172
2555,2013-10-23 17:00,1798,296.375139,-11836873,4257382.031,-11843601.15,4269978.059,-11844205.61,4272587.902
2556,2013-10-23 18:00,1935,296.416863,-11825037.51,4225753.456,-11836873,4257382.031,-11843601.15,4269978.059
2557,2013-10-23 19:00,2001,296.45816,-11822764.37,4188648.972,-11825037.51,4225753.456,-11836873,4257382.031
2558,2013-10-23 20:00,1832,296.500301,-11831573.08,4142038.924,-11822764.37,4188648.972,-11825037.51,4225753.456
2559,2013-10-23 21:00,2255,296.541412,-11818818.09,4112585.689,-11831573.08,4142038.924,-11822764.37,4188648.972
2560,2013-10-23 22:00,1713,296.583171,-11801746.13,4078917.023,-11818818.09,4112585.689,-11831573.08,4142038.924
2561,2013-10-23 23:00,2042,296.624954,-11800110.85,4047139.469,-11801746.13,4078917.023,-11818818.09,4112585.689
2562,2013-10-24 0:00,1418,296.667118,-11803029.65,4038073.405,-11800110.85,4047139.469,-11801746.13,4078917.023
2563,2013-10-24 1:00,1426,296.709722,-11803703.13,4037652.678,-11803029.65,4038073.405,-11800110.85,4047139.469
2564,2013-10-24 2:00,1432,296.751308,-11803703.13,4037650.006,-11803703.13,4037652.678,-11803029.65,4038073.405
2565,2013-10-24 3:00,1424,296.794896,-11803703.13,4037652.678,-11803703.13,4037650.006,-11803703.13,4037652.678
2568,2013-10-24 7:00,1427,296.950544,-11803703.13,4037659.356,-11803708.7,4037648.671,-11803694.22,4037668.705
2569,2013-10-24 8:00,1425,296.990081,-11803706.47,4037655.349,-11803703.13,4037659.356,-11803708.7,4037648.671
2572,2013-10-24 13:00,1427,297.212523,-11803703.13,4037652.678,-11803702.02,4037652.678,-11804020.39,4037658.02
2575,2013-10-24 17:00,1946,297.376308,-11796403.91,4013283.307,-11800683.03,4035487.843,-11803007.38,4038161.559
2576,2013-10-24 18:00,1350,297.416898,-11783657.83,3980437.377,-11796403.91,4013283.307,-11800683.03,4035487.843
2577,2013-10-24 19:00,1912,297.458495,-11793368.23,3947630.581,-11783657.83,3980437.377,-11796403.91,4013283.307
2578,2013-10-24 20:00,1761,297.499826,-11785691.64,3911732.971,-11793368.23,3947630.581,-11783657.83,3980437.377
2579,2013-10-24 21:00,1817,297.541389,-11782535.73,3877205.945,-11785691.64,3911732.971,-11793368.23,3947630.581
2580,2013-10-24 22:00,1925,297.5836,-11789475.39,3835036.893,-11782535.73,3877205.945,-11785691.64,3911732.971
2581,2013-10-24 23:00,2103,297.624757,-11781807.7,3810202.487,-11789475.39,3835036.893,-11782535.73,3877205.945
2582,2013-10-25 0:00,1219,297.66853,-11758919.3,3818262.558,-11781807.7,3810202.487,-11789475.39,3835036.893
2583,2013-10-25 1:00,1220,297.706343,-11758958.26,3819645.761,-11758919.3,3818262.558,-11781807.7,3810202.487
2584,2013-10-25 2:00,1230,297.74912,-11758958.26,3819627.405,-11758958.26,3819645.761,-11758919.3,3818262.558
2585,2013-10-25 3:00,1213,297.794479,-11758956.03,3819635.272,-11758958.26,3819627.405,-11758958.26,3819645.761
2589,2013-10-25 9:00,1222,298.0339,-11758961.6,3819630.027,-11758958.26,3819632.649,-11758970.5,3819630.027
2592,2013-10-25 16:00,1231,298.342454,-11759468.1,3817676.547,-11759442.5,3818252.07,-11759253.26,3818699.135
2593,2013-10-25 17:00,1224,298.379109,-11759463.65,3817672.614,-11759468.1,3817676.547,-11759442.5,3818252.07
2594,2013-10-25 18:00,1587,298.416319,-11756520.36,3799644.713,-11759463.65,3817672.614,-11759468.1,3817676.547
2595,2013-10-25 19:00,1458,298.457708,-11753610.47,3775012.039,-11756520.36,3799644.713,-11759463.65,3817672.614
2596,2013-10-25 20:00,1828,298.500069,-11766611.47,3746015.425,-11753610.47,3775012.039,-11756520.36,3799644.713
2597,2013-10-25 21:00,2798,298.541493,-11769150.67,3711948.588,-11766611.47,3746015.425,-11753610.47,3775012.039
2598,2013-10-25 22:00,1866,298.58338,-11765038.53,3662952.264,-11769150.67,3711948.588,-11766611.47,3746015.425
2599,2013-10-25 23:00,2215,298.624919,-11746380.27,3621368.13,-11765038.53,3662952.264,-11769150.67,3711948.588
2600,2013-10-26 0:00,1472,298.666505,-11744856.31,3605216.647,-11746380.27,3621368.13,-11765038.53,3662952.264
2601,2013-10-26 1:00,1455,298.706574,-11744376.52,3604580.088,-11744856.31,3605216.647,-11746380.27,3621368.13
2602,2013-10-26 2:00,1455,298.752037,-11744383.2,3604583.954,-11744376.52,3604580.088,-11744856.31,3605216.647
2603,2013-10-26 3:00,1453,298.788542,-11744385.43,3604590.396,-11744383.2,3604583.954,-11744376.52,3604580.088
2606,2013-10-26 9:00,1453,299.051505,-11744376.52,3604589.108,-11744376.52,3604585.242,-11744375.41,3604586.531
2609,2013-10-26 14:00,1460,299.245637,-11744377.63,3604580.088,-11744376.52,3604581.377,-11744372.07,3604589.108
2610,2013-10-26 15:00,1463,299.299537,-11744367.61,3604562.048,-11744377.63,3604580.088,-11744376.52,3604581.377
2611,2013-10-26 16:00,1586,299.332859,-11740104.08,3595578.906,-11744367.61,3604562.048,-11744377.63,3604580.088
2612,2013-10-26 17:00,1709,299.374757,-11714767.76,3553572.254,-11740104.08,3595578.906,-11744367.61,3604562.048
2613,2013-10-26 18:00,1582,299.416493,-11710707.94,3507005.052,-11714767.76,3553572.254,-11740104.08,3595578.906
2614,2013-10-26 19:00,1846,299.458542,-11696868.7,3464988.645,-11710707.94,3507005.052,-11714767.76,3553572.254
2615,2013-10-26 20:00,2246,299.50015,-11692549.5,3404151.365,-11696868.7,3464988.645,-11710707.94,3507005.052
2616,2013-10-26 21:00,1486,299.540984,-11673217.76,3349118.294,-11692549.5,3404151.365,-11696868.7,3464988.645
2617,2013-10-26 22:00,2531,299.583519,-11627843.94,3323302.707,-11673217.76,3349118.294,-11692549.5,3404151.365
2618,2013-10-26 23:00,1744,299.625,-11591109.62,3280383.306,-11627843.94,3323302.707,-11673217.76,3349118.294
2619,2013-10-27 0:00,2877,299.665741,-11570780.45,3259728.988,-11591109.62,3280383.306,-11627843.94,3323302.707
2620,2013-10-27 1:00,1521,299.706134,-11563540.23,3257288.847,-11570780.45,3259728.988,-11591109.62,3280383.306
2621,2013-10-27 2:00,1522,299.74875,-11563542.46,3257280.062,-11563540.23,3257288.847,-11570780.45,3259728.988
2627,2013-10-27 12:00,1526,300.159468,-11563544.69,3257273.786,-11563542.46,3257280.062,-11563542.46,3257285.082
2628,2013-10-27 13:00,1519,300.216296,-11563544.69,3257281.317,-11563544.69,3257273.786,-11563542.46,3257280.062
2629,2013-10-27 14:00,1535,300.257153,-11563416.67,3256828.231,-11563544.69,3257281.317,-11563544.69,3257273.786
2632,2013-10-27 18:00,2064,300.416377,-11522472.25,3200876.206,-11540967.98,3225484.622,-11561790.29,3251235.544
2633,2013-10-27 19:00,1725,300.458148,-11498491.8,3167345.48,-11522472.25,3200876.206,-11540967.98,3225484.622
2634,2013-10-27 20:00,1523,300.499688,-11476407.13,3130012.88,-11498491.8,3167345.48,-11522472.25,3200876.206
2635,2013-10-27 21:00,1535,300.541169,-11460794.57,3102657.043,-11476407.13,3130012.88,-11498491.8,3167345.48
2636,2013-10-27 22:00,1866,300.583056,-11454902.43,3070051.993,-11460794.57,3102657.043,-11476407.13,3130012.88
2637,2013-10-27 23:00,1785,300.624826,-11434369.55,3066949.567,-11454902.43,3070051.993,-11460794.57,3102657.043
2638,2013-10-28 0:00,1087,300.665255,-11424098.1,3069883.541,-11434369.55,3066949.567,-11454902.43,3070051.993
2639,2013-10-28 1:00,1083,300.712245,-11424026.86,3069852.576,-11424098.1,3069883.541,-11434369.55,3066949.567
2640,2013-10-28 2:00,1088,300.749618,-11424025.74,3069843.906,-11424026.86,3069852.576,-11424098.1,3069883.541
2641,2013-10-28 3:00,1086,300.782141,-11424029.08,3069848.86,-11424025.74,3069843.906,-11424026.86,3069852.576
2642,2013-10-28 4:00,1090,300.832269,-11424012.38,3069855.053,-11424029.08,3069848.86,-11424025.74,3069843.906
2646,2013-10-28 10:00,1090,301.077176,-11424017.95,3069862.485,-11424020.18,3069855.053,-11424019.06,3069860.008
2651,2013-10-28 18:00,1240,301.416956,-11383116.94,3048216.526,-11407803.15,3062453.771,-11420984.49,3065267.97
2652,2013-10-28 19:00,1425,301.458704,-11377397.35,3008399.419,-11383116.94,3048216.526,-11407803.15,3062453.771
2653,2013-10-28 20:00,1087,301.499919,-11366070.59,2990647.371,-11377397.35,3008399.419,-11383116.94,3048216.526
2654,2013-10-28 21:00,1079,301.541377,-11366476.9,2990642.444,-11366070.59,2990647.371,-11377397.35,3008399.419
2655,2013-10-28 22:00,1084,301.583264,-11365240.15,2991100.739,-11366476.9,2990642.444,-11366070.59,2990647.371
2656,2013-10-28 23:00,1078,301.623356,-11365249.05,2991624.347,-11365240.15,2991100.739,-11366476.9,2990642.444
2657,2013-10-29 0:00,1082,301.669086,-11365456.11,2991018.196,-11365249.05,2991624.347,-11365240.15,2991100.739
2658,2013-10-29 1:00,1078,301.71015,-11365760.01,2992042.015,-11365456.11,2991018.196,-11365249.05,2991624.347
2659,2013-10-29 2:00,1073,301.741019,-11365758.89,2992039.551,-11365760.01,2992042.015,-11365456.11,2991018.196
2663,2013-10-29 8:00,1079,301.990718,-11365689.88,2992049.407,-11365697.67,2992039.551,-11365695.44,2992038.319
2666,2013-10-29 15:00,1093,302.298275,-11366100.64,2991589.85,-11366100.64,2991588.618,-11365988.21,2990805.063
2669,2013-10-29 19:00,1089,302.458507,-11365354.8,2991058.852,-11365680.97,2991101.971,-11366087.29,2991073.636
2670,2013-10-29 20:00,1087,302.499838,-11366306.59,2990676.938,-11365354.8,2991058.852,-11365680.97,2991101.971
2671,2013-10-29 21:00,1100,302.540972,-11365987.1,2990802.599,-11366306.59,2990676.938,-11365354.8,2991058.852
2672,2013-10-29 22:00,1095,302.582674,-11365457.22,2991014.5,-11365987.1,2990802.599,-11366306.59,2990676.938
2673,2013-10-29 23:00,1086,302.624248,-11366086.17,2991073.636,-11365457.22,2991014.5,-11365987.1,2990802.599
2674,2013-10-30 0:00,1084,302.664491,-11366304.36,2990989.86,-11366086.17,2991073.636,-11365457.22,2991014.5
2675,2013-10-30 1:00,1082,302.71081,-11367240.56,2991352.069,-11366304.36,2990989.86,-11366086.17,2991073.636
2676,2013-10-30 2:00,1074,302.745544,-11367251.69,2991348.373,-11367240.56,2991352.069,-11366304.36,2990989.86
2677,2013-10-30 3:00,1079,302.786644,-11367247.24,2991347.141,-11367251.69,2991348.373,-11367240.56,2991352.069
2680,2013-10-30 7:00,1084,302.949352,-11367241.67,2991354.533,-11367248.35,2991350.837,-11367247.24,2991352.069
2683,2013-10-30 15:00,1085,303.297685,-11366583.77,2991175.891,-11366582.66,2991177.123,-11367248.35,2991344.677
2684,2013-10-30 16:00,1083,303.342396,-11366847.6,2991423.526,-11366583.77,2991175.891,-11366582.66,2991177.123
2685,2013-10-30 17:00,1088,303.365405,-11366853.16,2991427.222,-11366847.6,2991423.526,-11366583.77,2991175.891
2686,2013-10-30 18:00,1091,303.413495,-11366852.05,2991425.99,-11366853.16,2991427.222,-11366847.6,2991423.526
2687,2013-10-30 19:00,1093,303.461019,-11366852.05,2991427.222,-11366852.05,2991425.99,-11366853.16,2991427.222
2688,2013-10-30 20:00,1246,303.501296,-11368320.36,2991018.196,-11366852.05,2991427.222,-11366852.05,2991425.99
2689,2013-10-30 21:00,1090,303.541412,-11365562.97,2990975.076,-11368320.36,2991018.196,-11366852.05,2991427.222
2690,2013-10-30 22:00,1093,303.582917,-11366531.45,2990855.574,-11365562.97,2990975.076,-11368320.36,2991018.196
2691,2013-10-30 23:00,1085,303.622083,-11367159.29,2991108.131,-11366531.45,2990855.574,-11365562.97,2990975.076
2692,2013-10-31 0:00,1079,303.666424,-11366559.28,2995377.616,-11367159.29,2991108.131,-11366531.45,2990855.574
2693,2013-10-31 1:00,1086,303.704884,-11366236.45,2995632.715,-11366559.28,2995377.616,-11367159.29,2991108.131
2694,2013-10-31 2:00,1080,303.752963,-11366235.34,2995640.109,-11366236.45,2995632.715,-11366559.28,2995377.616
2695,2013-10-31 3:00,1072,303.781285,-11366229.78,2995637.644,-11366235.34,2995640.109,-11366236.45,2995632.715
2696,2013-10-31 4:00,1080,303.843507,-11366236.45,2995641.342,-11366229.78,2995637.644,-11366235.34,2995640.109
2697,2013-10-31 5:00,1081,303.874838,-11366242.02,2995642.574,-11366236.45,2995641.342,-11366229.78,2995637.644
2698,2013-10-31 6:00,1084,303.908229,-11366235.34,2995643.806,-11366242.02,2995642.574,-11366236.45,2995641.342
2701,2013-10-31 12:00,1081,304.177072,-11366233.12,2995646.271,-11366235.34,2995642.574,-11366235.34,2995642.574
2702,2013-10-31 13:00,1086,304.20375,-11366032.74,2994800.887,-11366233.12,2995646.271,-11366235.34,2995642.574
2703,2013-10-31 14:00,1088,304.248912,-11365984.87,2990805.063,-11366032.74,2994800.887,-11366233.12,2995646.271
2704,2013-10-31 15:00,1111,304.296609,-11365988.21,2990802.599,-11365984.87,2990805.063,-11366032.74,2994800.887
2705,2013-10-31 16:00,1095,304.343299,-11365566.31,2990982.468,-11365988.21,2990802.599,-11365984.87,2990805.063
2706,2013-10-31 17:00,1089,304.370498,-11365350.35,2991056.388,-11365566.31,2990982.468,-11365988.21,2990802.599
2707,2013-10-31 18:00,1169,304.422118,-11365090.98,2991310.18,-11365350.35,2991056.388,-11365566.31,2990982.468
2708,2013-10-31 19:00,3451,304.45919,-11365029.75,2991750.016,-11365090.98,2991310.18,-11365350.35,2991056.388
2709,2013-10-31 20:00,1099,304.499896,-11365339.22,2991570.138,-11365029.75,2991750.016,-11365090.98,2991310.18
2710,2013-10-31 21:00,1087,304.541979,-11366618.28,2990976.308,-11365339.22,2991570.138,-11365029.75,2991750.016
2711,2013-10-31 22:00,1088,304.581296,-11366863.18,2991074.868,-11366618.28,2990976.308,-11365339.22,2991570.138
2712,2013-10-31 23:00,1088,304.623854,-11366865.41,2991081.028,-11366863.18,2991074.868,-11366618.28,2990976.308
2713,2013-11-01 0:00,1084,304.666273,-11367065.78,2991225.172,-11366865.41,2991081.028,-11366863.18,2991074.868
2714,2013-11-01 1:00,1077,304.703287,-11366283.21,2994527.318,-11367065.78,2991225.172,-11366865.41,2991081.028
2715,2013-11-01 2:00,1068,304.750394,-11366292.11,2994532.247,-11366283.21,2994527.318,-11367065.78,2991225.172
2718,2013-11-01 7:00,1083,304.965382,-11366193.04,2994519.924,-11366194.15,2994521.157,-11366196.38,2994519.924
2722,2013-11-01 15:00,1105,305.299641,-11365989.33,2990807.527,-11365977.08,2990914.709,-11365688.76,2992858.903
2723,2013-11-01 16:00,1097,305.33059,-11365988.21,2990805.063,-11365989.33,2990807.527,-11365977.08,2990914.709
2726,2013-11-01 20:00,1087,305.495949,-11367339.63,2990433.012,-11367357.44,2990112.711,-11367355.22,2990110.247
2727,2013-11-01 21:00,1104,305.539213,-11366012.7,2990826.007,-11367339.63,2990433.012,-11367357.44,2990112.711
2728,2013-11-01 22:00,1090,305.580301,-11365045.34,2989555.895,-11366012.7,2990826.007,-11367339.63,2990433.012
2729,2013-11-01 23:00,1082,305.620347,-11365048.68,2989563.286,-11365045.34,2989555.895,-11366012.7,2990826.007
2730,2013-11-02 0:00,1086,305.662002,-11366580.43,2991111.827,-11365048.68,2989563.286,-11365045.34,2989555.895
2731,2013-11-02 1:00,1064,305.710787,-11368170.07,2992396.857,-11366580.43,2991111.827,-11365048.68,2989563.286
2732,2013-11-02 2:00,1086,305.75456,-11368172.3,2992384.536,-11368170.07,2992396.857,-11366580.43,2991111.827
2733,2013-11-02 3:00,1061,305.785336,-11368174.53,2992389.464,-11368172.3,2992384.536,-11368170.07,2992396.857
2736,2013-11-02 8:00,1091,306.004236,-11368173.41,2992391.928,-11368176.75,2992391.928,-11368174.53,2992391.928
2737,2013-11-02 9:00,1089,306.043241,-11368191.22,2992403.017,-11368173.41,2992391.928,-11368176.75,2992391.928
2738,2013-11-02 10:00,1086,306.085486,-11368173.41,2992393.161,-11368191.22,2992403.017,-11368173.41,2992391.928
2739,2013-11-02 11:00,1086,306.130891,-11368175.64,2992391.928,-11368173.41,2992393.161,-11368191.22,2992403.017
2740,2013-11-02 12:00,1085,306.175486,-11368181.21,2992393.161,-11368175.64,2992391.928,-11368173.41,2992393.161
